type,nr_processes,grid_dim,matrix_size,solver,linear_system,time,iterations,precision,damping_parameter,step_size_h,SPEEDUP,EFFICENCY
parallel,47,37,1296,gauss-seidel,nine-point,0.0572038,29,1.00E-11,0.666667,0.027027,,
parallel,47,38,1369,damped-jacobi,nine-point,0.0216303,81,1.00E-11,0.666667,0.0263158,,
parallel,47,38,1369,gauss-seidel,nine-point,0.0622791,29,1.00E-11,0.666667,0.0263158,,
parallel,47,39,1444,damped-jacobi,nine-point,0.0227162,80,1.00E-11,0.666667,0.025641,,
parallel,47,39,1444,gauss-seidel,nine-point,0.0404423,29,1.00E-11,0.666667,0.025641,,
parallel,56,40,1521,damped-jacobi,five-point,1.16203,9172,1.00E-11,1,0.025,33.07685688,0.5906581586
parallel,47,40,1521,gauss-seidel,nine-point,0.0745666,29,1.00E-11,0.666667,0.025,,
parallel,47,41,1600,damped-jacobi,nine-point,0.0281757,80,1.00E-11,0.666667,0.0243902,,
parallel,47,41,1600,gauss-seidel,nine-point,0.0787203,29,1.00E-11,0.666667,0.0243902,,
parallel,47,42,1681,damped-jacobi,nine-point,0.0296831,80,1.00E-11,0.666667,0.0238095,,
parallel,47,42,1681,gauss-seidel,nine-point,0.082046,29,1.00E-11,0.666667,0.0238095,,
parallel,47,43,1764,damped-jacobi,nine-point,0.0328263,80,1.00E-11,0.666667,0.0232558,,
parallel,47,43,1764,gauss-seidel,nine-point,0.0893437,29,1.00E-11,0.666667,0.0232558,,
parallel,47,44,1849,damped-jacobi,nine-point,0.0350738,80,1.00E-11,0.666667,0.0227273,,
parallel,47,44,1849,gauss-seidel,nine-point,0.0939767,29,1.00E-11,0.666667,0.0227273,,
parallel,47,45,1936,damped-jacobi,nine-point,0.0378117,80,1.00E-11,0.666667,0.0222222,,
parallel,47,45,1936,gauss-seidel,nine-point,0.102754,29,1.00E-11,0.666667,0.0222222,,
parallel,47,46,2025,damped-jacobi,nine-point,0.0405919,80,1.00E-11,0.666667,0.0217391,,
parallel,47,46,2025,gauss-seidel,nine-point,0.105195,29,1.00E-11,0.666667,0.0217391,,
parallel,47,47,2116,damped-jacobi,nine-point,0.0431016,80,1.00E-11,0.666667,0.0212766,,
parallel,47,47,2116,gauss-seidel,nine-point,0.117558,29,1.00E-11,0.666667,0.0212766,,
parallel,47,48,2209,damped-jacobi,nine-point,0.0439146,79,1.00E-11,0.666667,0.0208333,,
parallel,47,48,2209,gauss-seidel,nine-point,0.123486,29,1.00E-11,0.666667,0.0208333,,
parallel,47,49,2304,damped-jacobi,nine-point,0.0470603,79,1.00E-11,0.666667,0.0204082,,
parallel,47,49,2304,gauss-seidel,nine-point,0.124539,28,1.00E-11,0.666667,0.0204082,,
parallel,47,50,2401,damped-jacobi,nine-point,0.0510723,79,1.00E-11,0.666667,0.02,,
parallel,47,50,2401,gauss-seidel,nine-point,0.129761,28,1.00E-11,0.666667,0.02,,
parallel,47,51,2500,damped-jacobi,nine-point,0.0528989,79,1.00E-11,0.666667,0.0196078,,
parallel,47,51,2500,gauss-seidel,nine-point,0.143294,28,1.00E-11,0.666667,0.0196078,,
parallel,47,52,2601,damped-jacobi,nine-point,0.0495307,79,1.00E-11,0.666667,0.0192308,,
parallel,47,52,2601,gauss-seidel,nine-point,0.151195,28,1.00E-11,0.666667,0.0192308,,
parallel,47,53,2704,damped-jacobi,nine-point,0.0573707,79,1.00E-11,0.666667,0.0188679,,
parallel,47,53,2704,gauss-seidel,nine-point,0.160266,28,1.00E-11,0.666667,0.0188679,,
parallel,47,54,2809,damped-jacobi,nine-point,0.0600899,79,1.00E-11,0.666667,0.0185185,,
parallel,47,54,2809,gauss-seidel,nine-point,0.170241,28,1.00E-11,0.666667,0.0185185,,
parallel,47,55,2916,damped-jacobi,nine-point,0.0637944,79,1.00E-11,0.666667,0.0181818,,
parallel,47,55,2916,gauss-seidel,nine-point,0.179577,28,1.00E-11,0.666667,0.0181818,,
parallel,47,56,3025,damped-jacobi,nine-point,0.0661005,79,1.00E-11,0.666667,0.0178571,,
parallel,47,56,3025,gauss-seidel,nine-point,0.188671,28,1.00E-11,0.666667,0.0178571,,
parallel,47,57,3136,damped-jacobi,nine-point,0.0623059,79,1.00E-11,0.666667,0.0175439,,
parallel,47,57,3136,gauss-seidel,nine-point,0.201797,28,1.00E-11,0.666667,0.0175439,,
parallel,47,58,3249,damped-jacobi,nine-point,0.0706575,79,1.00E-11,0.666667,0.0172414,,
parallel,47,58,3249,gauss-seidel,nine-point,0.208169,28,1.00E-11,0.666667,0.0172414,,
parallel,47,59,3364,damped-jacobi,nine-point,0.0668711,78,1.00E-11,0.666667,0.0169492,,
parallel,47,59,3364,gauss-seidel,nine-point,0.226533,28,1.00E-11,0.666667,0.0169492,,
parallel,47,60,3481,damped-jacobi,nine-point,0.0685775,78,1.00E-11,0.666667,0.0166667,,
parallel,47,60,3481,gauss-seidel,nine-point,0.237155,28,1.00E-11,0.666667,0.0166667,,
parallel,47,61,3600,damped-jacobi,nine-point,0.0746899,78,1.00E-11,0.666667,0.0163934,,
parallel,47,61,3600,gauss-seidel,nine-point,0.253817,28,1.00E-11,0.666667,0.0163934,,
parallel,47,62,3721,damped-jacobi,nine-point,0.0762389,78,1.00E-11,0.666667,0.016129,,
parallel,47,62,3721,gauss-seidel,nine-point,0.266661,28,1.00E-11,0.666667,0.016129,,
parallel,47,63,3844,damped-jacobi,nine-point,0.0744782,78,1.00E-11,0.666667,0.015873,,
parallel,47,63,3844,gauss-seidel,nine-point,0.283294,28,1.00E-11,0.666667,0.015873,,
parallel,47,64,3969,damped-jacobi,nine-point,0.0813778,78,1.00E-11,0.666667,0.015625,,
parallel,47,64,3969,gauss-seidel,nine-point,0.299865,28,1.00E-11,0.666667,0.015625,,
parallel,47,65,4096,damped-jacobi,nine-point,0.0876287,78,1.00E-11,0.666667,0.0153846,,
parallel,47,65,4096,gauss-seidel,nine-point,0.317592,28,1.00E-11,0.666667,0.0153846,,
parallel,47,66,4225,damped-jacobi,nine-point,0.0798343,78,1.00E-11,0.666667,0.0151515,,
parallel,47,66,4225,gauss-seidel,nine-point,0.331102,28,1.00E-11,0.666667,0.0151515,,
parallel,47,67,4356,damped-jacobi,nine-point,0.0880375,78,1.00E-11,0.666667,0.0149254,,
parallel,47,67,4356,gauss-seidel,nine-point,0.356786,28,1.00E-11,0.666667,0.0149254,,
parallel,47,68,4489,damped-jacobi,nine-point,0.0917679,78,1.00E-11,0.666667,0.0147059,,
parallel,47,68,4489,gauss-seidel,nine-point,0.384872,28,1.00E-11,0.666667,0.0147059,,
parallel,47,69,4624,damped-jacobi,nine-point,0.100832,78,1.00E-11,0.666667,0.0144928,,
parallel,47,69,4624,gauss-seidel,nine-point,0.398732,28,1.00E-11,0.666667,0.0144928,,
parallel,47,70,4761,damped-jacobi,nine-point,0.106629,78,1.00E-11,0.666667,0.0142857,,
parallel,47,70,4761,gauss-seidel,nine-point,0.423938,28,1.00E-11,0.666667,0.0142857,,
parallel,47,71,4900,damped-jacobi,nine-point,0.122195,78,1.00E-11,0.666667,0.0140845,,
parallel,47,71,4900,gauss-seidel,nine-point,0.467768,28,1.00E-11,0.666667,0.0140845,,
parallel,47,72,5041,damped-jacobi,nine-point,0.123405,77,1.00E-11,0.666667,0.0138889,,
parallel,47,72,5041,gauss-seidel,nine-point,0.486373,28,1.00E-11,0.666667,0.0138889,,
parallel,47,73,5184,damped-jacobi,nine-point,0.177582,77,1.00E-11,0.666667,0.0136986,,
parallel,47,73,5184,gauss-seidel,nine-point,0.523994,28,1.00E-11,0.666667,0.0136986,,
parallel,47,74,5329,damped-jacobi,nine-point,0.188995,77,1.00E-11,0.666667,0.0135135,,
parallel,47,74,5329,gauss-seidel,nine-point,0.553728,28,1.00E-11,0.666667,0.0135135,,
parallel,47,75,5476,damped-jacobi,nine-point,0.1684,77,1.00E-11,0.666667,0.0133333,,
parallel,47,75,5476,gauss-seidel,nine-point,0.600973,28,1.00E-11,0.666667,0.0133333,,
parallel,47,76,5625,damped-jacobi,nine-point,0.252076,77,1.00E-11,0.666667,0.0131579,,
parallel,47,76,5625,gauss-seidel,nine-point,0.623388,28,1.00E-11,0.666667,0.0131579,,
parallel,47,77,5776,damped-jacobi,nine-point,0.220399,77,1.00E-11,0.666667,0.012987,,
parallel,47,77,5776,gauss-seidel,nine-point,0.637006,28,1.00E-11,0.666667,0.012987,,
parallel,47,78,5929,damped-jacobi,nine-point,0.248338,77,1.00E-11,0.666667,0.0128205,,
parallel,47,78,5929,gauss-seidel,nine-point,0.695533,28,1.00E-11,0.666667,0.0128205,,
parallel,47,79,6084,damped-jacobi,nine-point,0.323498,77,1.00E-11,0.666667,0.0126582,,
parallel,47,79,6084,gauss-seidel,nine-point,0.725018,28,1.00E-11,0.666667,0.0126582,,
parallel,47,80,6241,damped-jacobi,nine-point,0.302909,77,1.00E-11,0.666667,0.0125,,
parallel,47,80,6241,gauss-seidel,nine-point,0.780958,28,1.00E-11,0.666667,0.0125,,
parallel,48,8,49,damped-jacobi,nine-point,0.00413017,89,1.00E-11,0.666667,0.125,,
parallel,48,8,49,gauss-seidel,nine-point,0.00315116,28,1.00E-11,0.666667,0.125,,
parallel,48,9,64,damped-jacobi,nine-point,0.00379448,77,1.00E-11,0.666667,0.111111,,
parallel,48,9,64,gauss-seidel,nine-point,0.00371138,29,1.00E-11,0.666667,0.111111,,
parallel,48,10,81,damped-jacobi,nine-point,0.00419652,89,1.00E-11,0.666667,0.1,,
parallel,48,10,81,gauss-seidel,nine-point,0.00344051,29,1.00E-11,0.666667,0.1,,
parallel,48,11,100,damped-jacobi,nine-point,0.00408794,81,1.00E-11,0.666667,0.0909091,,
parallel,48,11,100,gauss-seidel,nine-point,0.00369408,30,1.00E-11,0.666667,0.0909091,,
parallel,48,12,121,damped-jacobi,nine-point,0.00421231,88,1.00E-11,0.666667,0.0833333,,
parallel,48,12,121,gauss-seidel,nine-point,0.00372704,30,1.00E-11,0.666667,0.0833333,,
parallel,48,13,144,damped-jacobi,nine-point,0.00362358,83,1.00E-11,0.666667,0.0769231,,
parallel,48,13,144,gauss-seidel,nine-point,0.00339041,31,1.00E-11,0.666667,0.0769231,,
parallel,48,14,169,damped-jacobi,nine-point,0.00440868,87,1.00E-11,0.666667,0.0714286,,
parallel,48,14,169,gauss-seidel,nine-point,0.00396207,31,1.00E-11,0.666667,0.0714286,,
parallel,48,15,196,damped-jacobi,nine-point,0.00475963,83,1.00E-11,0.666667,0.0666667,,
parallel,48,15,196,gauss-seidel,nine-point,0.00436418,31,1.00E-11,0.666667,0.0666667,,
parallel,48,16,225,damped-jacobi,nine-point,0.005081,86,1.00E-11,0.666667,0.0625,,
parallel,48,16,225,gauss-seidel,nine-point,0.00489975,30,1.00E-11,0.666667,0.0625,,
parallel,48,17,256,damped-jacobi,nine-point,0.00481356,84,1.00E-11,0.666667,0.0588235,,
parallel,48,17,256,gauss-seidel,nine-point,0.00514272,30,1.00E-11,0.666667,0.0588235,,
parallel,48,18,289,damped-jacobi,nine-point,0.00477791,85,1.00E-11,0.666667,0.0555556,,
parallel,48,18,289,gauss-seidel,nine-point,0.00581689,30,1.00E-11,0.666667,0.0555556,,
parallel,48,19,324,damped-jacobi,nine-point,0.00461949,84,1.00E-11,0.666667,0.0526316,,
parallel,48,19,324,gauss-seidel,nine-point,0.00707131,30,1.00E-11,0.666667,0.0526316,,
parallel,48,20,361,damped-jacobi,nine-point,0.00556405,84,1.00E-11,0.666667,0.05,6.029061565,
parallel,48,20,361,gauss-seidel,nine-point,0.0052311,30,1.00E-11,0.666667,0.05,1.656729942,0.03451520713
parallel,48,21,400,damped-jacobi,nine-point,0.00558911,83,1.00E-11,0.666667,0.047619,,
parallel,48,21,400,gauss-seidel,nine-point,0.0057326,30,1.00E-11,0.666667,0.047619,,
parallel,48,22,441,damped-jacobi,nine-point,0.00594591,83,1.00E-11,0.666667,0.0454545,,
parallel,48,22,441,gauss-seidel,nine-point,0.0104799,30,1.00E-11,0.666667,0.0454545,,
parallel,48,23,484,damped-jacobi,nine-point,0.00595174,83,1.00E-11,0.666667,0.0434783,,
parallel,48,23,484,gauss-seidel,nine-point,0.00716248,30,1.00E-11,0.666667,0.0434783,,
parallel,48,24,529,damped-jacobi,nine-point,0.00668818,83,1.00E-11,0.666667,0.0416667,,
parallel,48,24,529,gauss-seidel,nine-point,0.0123493,30,1.00E-11,0.666667,0.0416667,,
parallel,48,25,576,damped-jacobi,nine-point,0.00695426,83,1.00E-11,0.666667,0.04,,
parallel,48,25,576,gauss-seidel,nine-point,0.0142767,30,1.00E-11,0.666667,0.04,,
parallel,48,26,625,damped-jacobi,nine-point,0.00759039,83,1.00E-11,0.666667,0.0384615,,
parallel,48,26,625,gauss-seidel,nine-point,0.0163658,30,1.00E-11,0.666667,0.0384615,,
parallel,48,27,676,damped-jacobi,nine-point,0.00852582,82,1.00E-11,0.666667,0.037037,,
parallel,48,27,676,gauss-seidel,nine-point,0.0190572,29,1.00E-11,0.666667,0.037037,,
parallel,48,28,729,damped-jacobi,nine-point,0.00887856,82,1.00E-11,0.666667,0.0357143,,
parallel,48,28,729,gauss-seidel,nine-point,0.0204583,29,1.00E-11,0.666667,0.0357143,,
parallel,48,29,784,damped-jacobi,nine-point,0.00963742,82,1.00E-11,0.666667,0.0344828,,
parallel,48,29,784,gauss-seidel,nine-point,0.0133652,29,1.00E-11,0.666667,0.0344828,,
parallel,48,30,841,damped-jacobi,nine-point,0.0104279,82,1.00E-11,0.666667,0.0333333,,
parallel,48,30,841,gauss-seidel,nine-point,0.0277412,29,1.00E-11,0.666667,0.0333333,,
parallel,48,31,900,damped-jacobi,nine-point,0.0110039,82,1.00E-11,0.666667,0.0322581,,
parallel,48,31,900,gauss-seidel,nine-point,0.0312893,29,1.00E-11,0.666667,0.0322581,,
parallel,48,32,961,damped-jacobi,nine-point,0.0125802,81,1.00E-11,0.666667,0.03125,,
parallel,48,32,961,gauss-seidel,nine-point,0.0350769,29,1.00E-11,0.666667,0.03125,,
parallel,48,33,1024,damped-jacobi,nine-point,0.0138391,81,1.00E-11,0.666667,0.030303,,
parallel,48,33,1024,gauss-seidel,nine-point,0.0385855,29,1.00E-11,0.666667,0.030303,,
parallel,48,34,1089,damped-jacobi,nine-point,0.0141415,81,1.00E-11,0.666667,0.0294118,,
parallel,48,34,1089,gauss-seidel,nine-point,0.0441017,29,1.00E-11,0.666667,0.0294118,,
parallel,48,35,1156,damped-jacobi,nine-point,0.0161404,81,1.00E-11,0.666667,0.0285714,,
parallel,48,35,1156,gauss-seidel,nine-point,0.0475094,29,1.00E-11,0.666667,0.0285714,,
parallel,48,36,1225,damped-jacobi,nine-point,0.0175647,81,1.00E-11,0.666667,0.0277778,,
parallel,48,36,1225,gauss-seidel,nine-point,0.0524717,29,1.00E-11,0.666667,0.0277778,,
parallel,48,37,1296,damped-jacobi,nine-point,0.0185794,81,1.00E-11,0.666667,0.027027,,
parallel,48,37,1296,gauss-seidel,nine-point,0.0319611,29,1.00E-11,0.666667,0.027027,,
parallel,48,38,1369,damped-jacobi,nine-point,0.0204532,81,1.00E-11,0.666667,0.0263158,,
parallel,48,38,1369,gauss-seidel,nine-point,0.0617697,29,1.00E-11,0.666667,0.0263158,,
parallel,48,39,1444,damped-jacobi,nine-point,0.021975,80,1.00E-11,0.666667,0.025641,,
parallel,48,39,1444,gauss-seidel,nine-point,0.067588,29,1.00E-11,0.666667,0.025641,,
parallel,56,40,1521,damped-jacobi,nine-point,0.0230804,80,1.00E-11,0.666667,0.025,,
parallel,48,40,1521,gauss-seidel,nine-point,0.075411,29,1.00E-11,0.666667,0.025,,
parallel,48,41,1600,damped-jacobi,nine-point,0.0274065,80,1.00E-11,0.666667,0.0243902,,
parallel,48,41,1600,gauss-seidel,nine-point,0.0791615,29,1.00E-11,0.666667,0.0243902,,
parallel,48,42,1681,damped-jacobi,nine-point,0.0292812,80,1.00E-11,0.666667,0.0238095,,
parallel,48,42,1681,gauss-seidel,nine-point,0.0833873,29,1.00E-11,0.666667,0.0238095,,
parallel,48,43,1764,damped-jacobi,nine-point,0.0315462,80,1.00E-11,0.666667,0.0232558,,
parallel,48,43,1764,gauss-seidel,nine-point,0.0897213,29,1.00E-11,0.666667,0.0232558,,
parallel,48,44,1849,damped-jacobi,nine-point,0.034309,80,1.00E-11,0.666667,0.0227273,,
parallel,48,44,1849,gauss-seidel,nine-point,0.0969508,29,1.00E-11,0.666667,0.0227273,,
parallel,48,45,1936,damped-jacobi,nine-point,0.0369884,80,1.00E-11,0.666667,0.0222222,,
parallel,48,45,1936,gauss-seidel,nine-point,0.0996849,29,1.00E-11,0.666667,0.0222222,,
parallel,48,46,2025,damped-jacobi,nine-point,0.0397606,80,1.00E-11,0.666667,0.0217391,,
parallel,48,46,2025,gauss-seidel,nine-point,0.11091,29,1.00E-11,0.666667,0.0217391,,
parallel,48,47,2116,damped-jacobi,nine-point,0.0419161,80,1.00E-11,0.666667,0.0212766,,
parallel,48,47,2116,gauss-seidel,nine-point,0.0966336,29,1.00E-11,0.666667,0.0212766,,
parallel,48,48,2209,damped-jacobi,nine-point,0.0444364,79,1.00E-11,0.666667,0.0208333,,
parallel,48,48,2209,gauss-seidel,nine-point,0.124473,29,1.00E-11,0.666667,0.0208333,,
parallel,48,49,2304,damped-jacobi,nine-point,0.0475642,79,1.00E-11,0.666667,0.0204082,,
parallel,48,49,2304,gauss-seidel,nine-point,0.124508,28,1.00E-11,0.666667,0.0204082,,
parallel,48,50,2401,damped-jacobi,nine-point,0.0485252,79,1.00E-11,0.666667,0.02,,
parallel,48,50,2401,gauss-seidel,nine-point,0.115726,28,1.00E-11,0.666667,0.02,,
parallel,48,51,2500,damped-jacobi,nine-point,0.0523555,79,1.00E-11,0.666667,0.0196078,,
parallel,48,51,2500,gauss-seidel,nine-point,0.141573,28,1.00E-11,0.666667,0.0196078,,
parallel,48,52,2601,damped-jacobi,nine-point,0.0530361,79,1.00E-11,0.666667,0.0192308,,
parallel,48,52,2601,gauss-seidel,nine-point,0.151897,28,1.00E-11,0.666667,0.0192308,,
parallel,48,53,2704,damped-jacobi,nine-point,0.0500166,79,1.00E-11,0.666667,0.0188679,,
parallel,48,53,2704,gauss-seidel,nine-point,0.156806,28,1.00E-11,0.666667,0.0188679,,
parallel,48,54,2809,damped-jacobi,nine-point,0.0585247,79,1.00E-11,0.666667,0.0185185,,
parallel,48,54,2809,gauss-seidel,nine-point,0.169055,28,1.00E-11,0.666667,0.0185185,,
parallel,48,55,2916,damped-jacobi,nine-point,0.064271,79,1.00E-11,0.666667,0.0181818,,
parallel,48,55,2916,gauss-seidel,nine-point,0.180632,28,1.00E-11,0.666667,0.0181818,,
parallel,48,56,3025,damped-jacobi,nine-point,0.0651348,79,1.00E-11,0.666667,0.0178571,,
parallel,48,56,3025,gauss-seidel,nine-point,0.184833,28,1.00E-11,0.666667,0.0178571,,
parallel,48,57,3136,damped-jacobi,nine-point,0.0587124,79,1.00E-11,0.666667,0.0175439,,
parallel,48,57,3136,gauss-seidel,nine-point,0.202526,28,1.00E-11,0.666667,0.0175439,,
parallel,48,58,3249,damped-jacobi,nine-point,0.0630824,79,1.00E-11,0.666667,0.0172414,,
parallel,48,58,3249,gauss-seidel,nine-point,0.205674,28,1.00E-11,0.666667,0.0172414,,
parallel,48,59,3364,damped-jacobi,nine-point,0.0761622,78,1.00E-11,0.666667,0.0169492,,
parallel,48,59,3364,gauss-seidel,nine-point,0.227399,28,1.00E-11,0.666667,0.0169492,,
parallel,48,60,3481,damped-jacobi,nine-point,0.0774055,78,1.00E-11,0.666667,0.0166667,,
parallel,48,60,3481,gauss-seidel,nine-point,0.239234,28,1.00E-11,0.666667,0.0166667,,
parallel,48,61,3600,damped-jacobi,nine-point,0.0815949,78,1.00E-11,0.666667,0.0163934,,
parallel,48,61,3600,gauss-seidel,nine-point,0.25424,28,1.00E-11,0.666667,0.0163934,,
parallel,48,62,3721,damped-jacobi,nine-point,0.07435,78,1.00E-11,0.666667,0.016129,,
parallel,48,62,3721,gauss-seidel,nine-point,0.271775,28,1.00E-11,0.666667,0.016129,,
parallel,48,63,3844,damped-jacobi,nine-point,0.0800837,78,1.00E-11,0.666667,0.015873,,
parallel,48,63,3844,gauss-seidel,nine-point,0.28426,28,1.00E-11,0.666667,0.015873,,
parallel,48,64,3969,damped-jacobi,nine-point,0.070038,78,1.00E-11,0.666667,0.015625,,
parallel,48,64,3969,gauss-seidel,nine-point,0.303778,28,1.00E-11,0.666667,0.015625,,
parallel,48,65,4096,damped-jacobi,nine-point,0.0763564,78,1.00E-11,0.666667,0.0153846,,
parallel,48,65,4096,gauss-seidel,nine-point,0.321593,28,1.00E-11,0.666667,0.0153846,,
parallel,48,66,4225,damped-jacobi,nine-point,0.0790821,78,1.00E-11,0.666667,0.0151515,,
parallel,48,66,4225,gauss-seidel,nine-point,0.336919,28,1.00E-11,0.666667,0.0151515,,
parallel,48,67,4356,damped-jacobi,nine-point,0.0845397,78,1.00E-11,0.666667,0.0149254,,
parallel,48,67,4356,gauss-seidel,nine-point,0.35811,28,1.00E-11,0.666667,0.0149254,,
parallel,48,68,4489,damped-jacobi,nine-point,0.0918762,78,1.00E-11,0.666667,0.0147059,,
parallel,48,68,4489,gauss-seidel,nine-point,0.375915,28,1.00E-11,0.666667,0.0147059,,
parallel,48,69,4624,damped-jacobi,nine-point,0.0941068,78,1.00E-11,0.666667,0.0144928,,
parallel,48,69,4624,gauss-seidel,nine-point,0.405788,28,1.00E-11,0.666667,0.0144928,,
parallel,48,70,4761,damped-jacobi,nine-point,0.106643,78,1.00E-11,0.666667,0.0142857,,
parallel,48,70,4761,gauss-seidel,nine-point,0.434837,28,1.00E-11,0.666667,0.0142857,,
parallel,48,71,4900,damped-jacobi,nine-point,0.11616,78,1.00E-11,0.666667,0.0140845,,
parallel,48,71,4900,gauss-seidel,nine-point,0.44883,28,1.00E-11,0.666667,0.0140845,,
parallel,48,72,5041,damped-jacobi,nine-point,0.124138,77,1.00E-11,0.666667,0.0138889,,
parallel,48,72,5041,gauss-seidel,nine-point,0.488968,28,1.00E-11,0.666667,0.0138889,,
parallel,48,73,5184,damped-jacobi,nine-point,0.17087,77,1.00E-11,0.666667,0.0136986,,
parallel,48,73,5184,gauss-seidel,nine-point,0.516879,28,1.00E-11,0.666667,0.0136986,,
parallel,48,74,5329,damped-jacobi,nine-point,0.170279,77,1.00E-11,0.666667,0.0135135,,
parallel,48,74,5329,gauss-seidel,nine-point,0.538627,28,1.00E-11,0.666667,0.0135135,,
parallel,48,75,5476,damped-jacobi,nine-point,0.220423,77,1.00E-11,0.666667,0.0133333,,
parallel,48,75,5476,gauss-seidel,nine-point,0.586253,28,1.00E-11,0.666667,0.0133333,,
parallel,48,76,5625,damped-jacobi,nine-point,0.300352,77,1.00E-11,0.666667,0.0131579,,
parallel,48,76,5625,gauss-seidel,nine-point,0.617776,28,1.00E-11,0.666667,0.0131579,,
parallel,48,77,5776,damped-jacobi,nine-point,0.254405,77,1.00E-11,0.666667,0.012987,,
parallel,48,77,5776,gauss-seidel,nine-point,0.660289,28,1.00E-11,0.666667,0.012987,,
parallel,48,78,5929,damped-jacobi,nine-point,0.259832,77,1.00E-11,0.666667,0.0128205,,
parallel,48,78,5929,gauss-seidel,nine-point,0.704613,28,1.00E-11,0.666667,0.0128205,,
parallel,48,79,6084,damped-jacobi,nine-point,0.301538,77,1.00E-11,0.666667,0.0126582,,
parallel,48,79,6084,gauss-seidel,nine-point,0.731602,28,1.00E-11,0.666667,0.0126582,,
parallel,48,80,6241,damped-jacobi,nine-point,0.296807,77,1.00E-11,0.666667,0.0125,,
parallel,48,80,6241,gauss-seidel,nine-point,0.776307,28,1.00E-11,0.666667,0.0125,,
parallel,49,8,49,damped-jacobi,nine-point,0.00351868,89,1.00E-11,0.666667,0.125,,
parallel,49,8,49,gauss-seidel,nine-point,0.00330361,28,1.00E-11,0.666667,0.125,,
parallel,49,9,64,damped-jacobi,nine-point,0.00431478,77,1.00E-11,0.666667,0.111111,,
parallel,49,9,64,gauss-seidel,nine-point,0.00373855,29,1.00E-11,0.666667,0.111111,,
parallel,49,10,81,damped-jacobi,nine-point,0.00381603,89,1.00E-11,0.666667,0.1,,
parallel,49,10,81,gauss-seidel,nine-point,0.00347993,29,1.00E-11,0.666667,0.1,,
parallel,49,11,100,damped-jacobi,nine-point,0.00394918,81,1.00E-11,0.666667,0.0909091,,
parallel,49,11,100,gauss-seidel,nine-point,0.00393208,30,1.00E-11,0.666667,0.0909091,,
parallel,49,12,121,damped-jacobi,nine-point,0.00396683,88,1.00E-11,0.666667,0.0833333,,
parallel,49,12,121,gauss-seidel,nine-point,0.00377479,30,1.00E-11,0.666667,0.0833333,,
parallel,49,13,144,damped-jacobi,nine-point,0.00414587,83,1.00E-11,0.666667,0.0769231,,
parallel,49,13,144,gauss-seidel,nine-point,0.0041812,31,1.00E-11,0.666667,0.0769231,,
parallel,49,14,169,damped-jacobi,nine-point,0.00442758,87,1.00E-11,0.666667,0.0714286,,
parallel,49,14,169,gauss-seidel,nine-point,0.00425194,31,1.00E-11,0.666667,0.0714286,,
parallel,49,15,196,damped-jacobi,nine-point,0.00408153,83,1.00E-11,0.666667,0.0666667,,
parallel,49,15,196,gauss-seidel,nine-point,0.00471977,31,1.00E-11,0.666667,0.0666667,,
parallel,49,16,225,damped-jacobi,nine-point,0.00496841,86,1.00E-11,0.666667,0.0625,,
parallel,49,16,225,gauss-seidel,nine-point,0.00437667,30,1.00E-11,0.666667,0.0625,,
parallel,49,17,256,damped-jacobi,nine-point,0.0048479,84,1.00E-11,0.666667,0.0588235,,
parallel,49,17,256,gauss-seidel,nine-point,0.00499643,30,1.00E-11,0.666667,0.0588235,,
parallel,49,18,289,damped-jacobi,nine-point,0.00513719,85,1.00E-11,0.666667,0.0555556,,
parallel,49,18,289,gauss-seidel,nine-point,0.00615042,30,1.00E-11,0.666667,0.0555556,,
parallel,49,19,324,damped-jacobi,nine-point,0.00547218,84,1.00E-11,0.666667,0.0526316,,
parallel,49,19,324,gauss-seidel,nine-point,0.00658774,30,1.00E-11,0.666667,0.0526316,,
parallel,49,20,361,damped-jacobi,nine-point,0.00537998,84,1.00E-11,0.666667,0.05,6.235339165,
parallel,49,20,361,gauss-seidel,nine-point,0.00853733,30,1.00E-11,0.666667,0.05,1.015132366,0.02071698706
parallel,49,21,400,damped-jacobi,nine-point,0.00578148,83,1.00E-11,0.666667,0.047619,,
parallel,49,21,400,gauss-seidel,nine-point,0.00971499,30,1.00E-11,0.666667,0.047619,,
parallel,49,22,441,damped-jacobi,nine-point,0.00609617,83,1.00E-11,0.666667,0.0454545,,
parallel,49,22,441,gauss-seidel,nine-point,0.00991038,30,1.00E-11,0.666667,0.0454545,,
parallel,49,23,484,damped-jacobi,nine-point,0.00659353,83,1.00E-11,0.666667,0.0434783,,
parallel,49,23,484,gauss-seidel,nine-point,0.0110537,30,1.00E-11,0.666667,0.0434783,,
parallel,49,24,529,damped-jacobi,nine-point,0.00630862,83,1.00E-11,0.666667,0.0416667,,
parallel,49,24,529,gauss-seidel,nine-point,0.0133515,30,1.00E-11,0.666667,0.0416667,,
parallel,49,25,576,damped-jacobi,nine-point,0.0067995,83,1.00E-11,0.666667,0.04,,
parallel,49,25,576,gauss-seidel,nine-point,0.0152095,30,1.00E-11,0.666667,0.04,,
parallel,49,26,625,damped-jacobi,nine-point,0.00730078,83,1.00E-11,0.666667,0.0384615,,
parallel,49,26,625,gauss-seidel,nine-point,0.0172176,30,1.00E-11,0.666667,0.0384615,,
parallel,49,27,676,damped-jacobi,nine-point,0.00790271,82,1.00E-11,0.666667,0.037037,,
